city,state,year,firms,job_births,job_continuers,job_destruction,lat,lon
Lubbock,TX,2012,5541,5342,9643,13601,33.5778631,-101.8551665
Lynchburg,VA,2012,4600,3174,7916,10212,37.4137536,-79.1422464
Macon,GA,2012,4001,2568,6797,9218,32.8406946,-83.6324022
Madison,WI,2012,11536,8811,26136,28513,43.0730517,-89.4012302
Manchester,NH,2012,8251,6828,16072,29431,42.9956397,-71.4547891
Mankato,MN,2012,2138,1484,3987,4300,44.1635775,-93.9993996
McAllen,TX,2012,8568,10042,17306,21496,26.2034071,-98.2300124
Memphis,TN,2012,17437,19501,51356,57546,35.1495343,-90.0489801
Midland,TX,2012,3906,5016,12263,7525,31.9973456,-102.0779146
Milwaukee,WI,2012,27162,25772,62285,75426,43.0389025,-87.9064736
Missoula,MT,2012,3357,3778,4156,5292,46.872146,-113.9939982
Modesto,CA,2012,6502,4818,13247,14779,37.6390972,-120.9968782
Montgomery,AL,2012,5716,4453,10263,14735,32.3668052,-86.2999689
Myrtle Beach,SC,2012,5857,5478,8329,11313,33.6890603,-78.8866943
Naples,FL,2012,7867,7066,9056,11720,26.1420358,-81.7948103
Nashville,TN,2012,26390,34743,64617,78092,36.1658899,-86.7844432
New Haven,CT,2012,14927,9765,29304,35207,41.3081527,-72.9281577
New Orleans,LA,2012,21911,23353,47536,57603,29.9647222,-90.0705556
New York,NY,2012,412508,362669,746921,887690,40.7142691,-74.0059729
Oklahoma City,OK,2012,24935,26046,49768,57239,35.4675602,-97.5164276
Omaha,NE,2012,16108,15804,36184,43273,41.254006,-95.999258
Panama City,FL,2012,3356,3564,5336,8336,30.1588129,-85.6602058
Parkersburg,WV,2012,2904,2106,4990,7376,39.2667418,-81.5615135
Pensacola,FL,2012,6567,7243,14937,14336,30.421309,-87.2169149
Philadelphia,PA,2012,103067,107954,228086,292790,39.952335,-75.163789
Phoenix,AZ,2012,57807,93941,166468,217053,33.4483771,-112.0740373
Pine Bluff,AR,2012,1350,677,2029,3191,34.2284312,-92.0031955
Pittsburgh,PA,2012,41695,44719,107416,119798,40.4406248,-79.9958864
Pocatello,ID,2012,1718,3031,2448,4999,42.8713032,-112.4455344
Portland,OR,2012,45850,45814,92031,107198,45.5234515,-122.6762071
Pueblo,CO,2012,2458,1882,3582,4919,38.2544472,-104.6091409
Rapid City,SD,2012,3423,2329,4678,4670,44.0805434,-103.2310149
Redding,CA,2012,3354,2170,4173,5524,40.5865396,-122.3916754
Reno,NV,2012,8945,14338,16068,21168,39.5296329,-119.8138027
Rochester,NY,2012,17487,13766,37010,42566,43.1547845,-77.6155567
Rockford,IL,2012,5709,5777,12276,15595,42.2711311,-89.0939952
St. Joseph,MO,2012,2287,1944,4236,5493,39.7577778,-94.8363889
St. Louis,MO,2012,49170,54143,107784,141995,38.646991,-90.224967
Salinas,CA,2012,6533,6620,12442,14369,36.6777372,-121.6555013
Salisbury,MD,2012,2267,2144,3072,4828,38.3606736,-75.5993692
Salt Lake City,UT,2012,23142,29725,56434,70823,40.7607793,-111.8910474
San Angelo,TX,2012,2219,1588,3695,4498,31.4637723,-100.4370375
San Antonio,TX,2012,28595,43999,77817,101822,29.4241219,-98.4936282
San Diego,CA,2012,55522,61757,116319,150994,32.7153292,-117.1572551
San Jose,CA,2012,35174,44353,95191,107815,37.3393857,-121.8949555
San Luis Obispo,CA,2012,6156,4345,8287,10610,35.2827524,-120.6596156
Santa Fe,NM,2012,3787,2411,3237,6927,35.6869752,-105.937799
Savannah,GA,2012,6320,7712,12060,18370,32.0835407,-81.0998342
Scranton,PA,2012,9820,10082,21569,24306,41.408969,-75.6624122
Shreveport,LA,2012,6988,5496,13323,18799,32.5251516,-93.7501789
Sioux City,IA,2012,2990,2323,4820,6212,42.4999942,-96.4003069
Sioux Falls,SD,2012,5628,6169,9685,12136,43.5499749,-96.700327
Spokane,WA,2012,9018,7527,14467,20026,47.6587802,-117.4260466
Springfield,IL,2012,4205,3385,8272,10604,39.8403147,-88.9548001
Springfield,MO,2012,8209,8645,15339,19108,37.215326,-93.2982436
Syracuse,NY,2012,11446,8362,24706,26330,43.0481221,-76.1474244
Terre Haute,IN,2012,2900,4331,5409,5724,39.4667034,-87.4139092
Toledo,OH,2012,10560,8808,24974,30864,41.6639383,-83.555212
Topeka,KS,2012,4270,3272,7207,8957,39.0483336,-95.6780371
Tucson,AZ,2012,14098,14476,29270,36762,32.2217429,-110.926479
Tulsa,OK,2012,17872,18507,35917,44770,36.1539816,-95.992775
Utica,NY,2012,4619,2716,7373,9396,43.100903,-75.232664
Victoria,TX,2012,2319,2215,4145,5435,28.8052674,-97.0035982
Visalia,CA,2012,5068,14684,10840,15485,36.3302284,-119.2920585
Wilmington,NC,2012,7436,5578,9706,16308,34.2257255,-77.9447102
York,PA,2012,6478,8330,13379,15809,39.9625984,-76.727745
Youngstown,OH,2012,9445,6999,19303,20662,41.0997803,-80.6495194
